 rotulo;Foz Rio Urubu
3/JULY/2018;461.2604
4/JULY/2018;460.09375
5/JULY/2018;458.79166
6/JULY/2018;457.64584
7/JULY/2018;453.70834
8/JULY/2018;448.0208
9/JULY/2018;443.8333
10/JULY/2018;442.40625
11/JULY/2018;443.68747
12/JULY/2018;444.84375
13/JULY/2018;445.34372
14/JULY/2018;444.69788
15/JULY/2018;442.93747
16/JULY/2018;444.28122
17/JULY/2018;445.11456
18/JULY/2018;444.3125
19/JULY/2018;442.93747
20/JULY/2018;441
21/JULY/2018;438.125
22/JULY/2018;434.625
23/JULY/2018;433.7396
24/JULY/2018;431.56253
25/JULY/2018;427.57294
26/JULY/2018;421.62497
27/JULY/2018;417.36456
28/JULY/2018;411.9375
29/JULY/2018;405.25
30/JULY/2018;399.58334
31/JULY/2018;393.8125
1/AUGUST/2018;388.3854
2/AUGUST/2018;383.54166
3/AUGUST/2018;378.54166
4/AUGUST/2018;372.0521
5/AUGUST/2018;367.625
6/AUGUST/2018;368.41666
7/AUGUST/2018;366.40625
8/AUGUST/2018;357.5
9/AUGUST/2018;350.71875
10/AUGUST/2018;346.0104
11/AUGUST/2018;341
12/AUGUST/2018;334.4896
13/AUGUST/2018;329.27084
14/AUGUST/2018;308.8125
15/AUGUST/2018;303.7396
16/AUGUST/2018;301.46875
17/AUGUST/2018;296.75
18/AUGUST/2018;289.34375
19/AUGUST/2018;279.03125
20/AUGUST/2018;276.14584
21/AUGUST/2018;270.85416
22/AUGUST/2018;267.79166
23/AUGUST/2018;259.02084
24/AUGUST/2018;237.96875
25/AUGUST/2018;229.9375
26/AUGUST/2018;223.61458
27/AUGUST/2018;224.95833
28/AUGUST/2018;229.44792
29/AUGUST/2018;227.79167
30/AUGUST/2018;218.375
31/AUGUST/2018;218.5521
1/SEPTEMBER/2018;226.97917
2/SEPTEMBER/2018;233.65623
3/SEPTEMBER/2018;236.11458
4/SEPTEMBER/2018;236.35416
5/SEPTEMBER/2018;235.49998
6/SEPTEMBER/2018;235.61456
7/SEPTEMBER/2018;235.5729
8/SEPTEMBER/2018;236.12498
9/SEPTEMBER/2018;235.89581
10/SEPTEMBER/2018;235.55206
11/SEPTEMBER/2018;235.58331
12/SEPTEMBER/2018;235.7604
13/SEPTEMBER/2018;235.64581
14/SEPTEMBER/2018;235.87498
15/SEPTEMBER/2018;236.28123
16/SEPTEMBER/2018;235.40623
17/SEPTEMBER/2018;235.3854
18/SEPTEMBER/2018;234.96873
19/SEPTEMBER/2018;234.67706
20/SEPTEMBER/2018;234.47916
21/SEPTEMBER/2018;234.53123
22/SEPTEMBER/2018;234.48956
23/SEPTEMBER/2018;234.34373
24/SEPTEMBER/2018;234.21873
25/SEPTEMBER/2018;234.2604
26/SEPTEMBER/2018;234.16666
27/SEPTEMBER/2018;234.1354
28/SEPTEMBER/2018;234.1354
29/SEPTEMBER/2018;234.31248
30/SEPTEMBER/2018;234.90623
31/SEPTEMBER/2018;None
1/OCTOBER/2018;234.97916
2/OCTOBER/2018;234.18748
3/OCTOBER/2018;234.31248
4/OCTOBER/2018;234.0729
5/OCTOBER/2018;234.0729
6/OCTOBER/2018;234.0729
7/OCTOBER/2018;234.05206
8/OCTOBER/2018;234.09373
9/OCTOBER/2018;233.375
10/OCTOBER/2018;233.45833
11/OCTOBER/2018;233.45833
12/OCTOBER/2018;233.4479
13/OCTOBER/2018;237.625
14/OCTOBER/2018;236.05206
15/OCTOBER/2018;234.58331
16/OCTOBER/2018;234.0104
17/OCTOBER/2018;234.1354
18/OCTOBER/2018;233.53125
19/OCTOBER/2018;233.45833
20/OCTOBER/2018;234.35416
21/OCTOBER/2018;234.02081
22/OCTOBER/2018;233.34375
23/OCTOBER/2018;233.40625
24/OCTOBER/2018;233.23958
25/OCTOBER/2018;233.34375
26/OCTOBER/2018;232.63542
27/OCTOBER/2018;232.64583
28/OCTOBER/2018;233.71875
29/OCTOBER/2018;233.96873
30/OCTOBER/2018;235.1354
31/OCTOBER/2018;237.25
1/NOVEMBER/2018;237.13542
2/NOVEMBER/2018;236.59373
3/NOVEMBER/2018;235.53123
4/NOVEMBER/2018;235.90216
5/NOVEMBER/2018;236.5625
6/NOVEMBER/2018;236.375
7/NOVEMBER/2018;236.82292
8/NOVEMBER/2018;237.47917
9/NOVEMBER/2018;238.81252
10/NOVEMBER/2018;238.11458
11/NOVEMBER/2018;238.22917
12/NOVEMBER/2018;238.8646
13/NOVEMBER/2018;240.09377
14/NOVEMBER/2018;242.10417
15/NOVEMBER/2018;242.5
16/NOVEMBER/2018;244.57292
17/NOVEMBER/2018;244.21875
18/NOVEMBER/2018;245.26042
19/NOVEMBER/2018;246.02083
20/NOVEMBER/2018;246.64583
21/NOVEMBER/2018;246.65625
22/NOVEMBER/2018;248.36458
23/NOVEMBER/2018;250.47917
24/NOVEMBER/2018;252.6875
25/NOVEMBER/2018;252.83333
26/NOVEMBER/2018;253.5625
27/NOVEMBER/2018;255.85417
28/NOVEMBER/2018;255.17708
29/NOVEMBER/2018;255.76042
30/NOVEMBER/2018;255.39583
31/NOVEMBER/2018;None
1/DECEMBER/2018;256.5625
2/DECEMBER/2018;258.125
3/DECEMBER/2018;264.6875
4/DECEMBER/2018;274.5
5/DECEMBER/2018;280.6979
6/DECEMBER/2018;284.54166
7/DECEMBER/2018;290.5729
8/DECEMBER/2018;298.6146
9/DECEMBER/2018;305.5521
10/DECEMBER/2018;314.8229
11/DECEMBER/2018;322.25
12/DECEMBER/2018;325.72916
13/DECEMBER/2018;330.3021
14/DECEMBER/2018;332.41666
15/DECEMBER/2018;331.6354
16/DECEMBER/2018;326.5729
17/DECEMBER/2018;322.8854
18/DECEMBER/2018;321.33334
19/DECEMBER/2018;319.6875
20/DECEMBER/2018;316.39584
21/DECEMBER/2018;311.83334
22/DECEMBER/2018;309.6146
23/DECEMBER/2018;308.6979
24/DECEMBER/2018;309.625
25/DECEMBER/2018;308.84375
26/DECEMBER/2018;305.4271
27/DECEMBER/2018;305.6354
28/DECEMBER/2018;308.83334
29/DECEMBER/2018;311.72916
30/DECEMBER/2018;313.625
31/DECEMBER/2018;314.5104
1/JANUARY/2019;318.65625
2/JANUARY/2019;322.1875
3/JANUARY/2019;324.59375
4/JANUARY/2019;324.10416
5/JANUARY/2019;322.3125
6/JANUARY/2019;320
7/JANUARY/2019;321.875
8/JANUARY/2019;326.83334
9/JANUARY/2019;332.10416
10/JANUARY/2019;333.0729
11/JANUARY/2019;333.20834
12/JANUARY/2019;334.4479
13/JANUARY/2019;333.0625
14/JANUARY/2019;333.875
15/JANUARY/2019;341.5521
16/JANUARY/2019;348.35416
17/JANUARY/2019;352.125
18/JANUARY/2019;349.95834
19/JANUARY/2019;345.3021
20/JANUARY/2019;333.8646
21/JANUARY/2019;330.8646
22/JANUARY/2019;331.1146
23/JANUARY/2019;331.39584
24/JANUARY/2019;329.625
25/JANUARY/2019;328.4479
26/JANUARY/2019;327.9479
27/JANUARY/2019;328.64584
28/JANUARY/2019;333.29166
29/JANUARY/2019;344.28125
30/JANUARY/2019;352.27084
31/JANUARY/2019;357.8646
1/FEBRUARY/2019;361
2/FEBRUARY/2019;360.5625
3/FEBRUARY/2019;360.29166
4/FEBRUARY/2019;358.09375
5/FEBRUARY/2019;357.71875
6/FEBRUARY/2019;354.22916
7/FEBRUARY/2019;349.22916
8/FEBRUARY/2019;348.9271
9/FEBRUARY/2019;343.52084
10/FEBRUARY/2019;338.35416
11/FEBRUARY/2019;335.1979
12/FEBRUARY/2019;336.3125
13/FEBRUARY/2019;332.97916
14/FEBRUARY/2019;327.3021
15/FEBRUARY/2019;322.52084
16/FEBRUARY/2019;318.7802
17/FEBRUARY/2019;314.3125
18/FEBRUARY/2019;315.46875
19/FEBRUARY/2019;322.375
20/FEBRUARY/2019;335.1771
21/FEBRUARY/2019;349.90625
22/FEBRUARY/2019;362.03125
23/FEBRUARY/2019;372.9896
24/FEBRUARY/2019;377.16666
25/FEBRUARY/2019;377.46875
26/FEBRUARY/2019;379.53125
27/FEBRUARY/2019;380.91666
28/FEBRUARY/2019;379.28125
29/FEBRUARY/2019;None
30/FEBRUARY/2019;None
31/FEBRUARY/2019;None
1/MARCH/2019;381.46875
2/MARCH/2019;382.25
3/MARCH/2019;383.21875
4/MARCH/2019;388.16666
5/MARCH/2019;410.1875
6/MARCH/2019;432.88544
7/MARCH/2019;446.79166
8/MARCH/2019;455.4792
9/MARCH/2019;459.9375
10/MARCH/2019;464.10416
11/MARCH/2019;470.35416
12/MARCH/2019;477.9167
13/MARCH/2019;487.10416
14/MARCH/2019;497.10416
15/MARCH/2019;505.53125
16/MARCH/2019;514.1042
17/MARCH/2019;524.90625
18/MARCH/2019;531.4127
19/MARCH/2019;None
20/MARCH/2019;None
21/MARCH/2019;None
22/MARCH/2019;None
23/MARCH/2019;None
24/MARCH/2019;None
25/MARCH/2019;None
26/MARCH/2019;None
27/MARCH/2019;None
28/MARCH/2019;None
29/MARCH/2019;None
30/MARCH/2019;None
31/MARCH/2019;None
1/APRIL/2019;None
2/APRIL/2019;None
3/APRIL/2019;None
4/APRIL/2019;None
5/APRIL/2019;None
6/APRIL/2019;None
7/APRIL/2019;None
8/APRIL/2019;None
9/APRIL/2019;None
10/APRIL/2019;None
11/APRIL/2019;None
12/APRIL/2019;None
13/APRIL/2019;None
14/APRIL/2019;None
15/APRIL/2019;None
16/APRIL/2019;None
17/APRIL/2019;None
18/APRIL/2019;None
19/APRIL/2019;None
20/APRIL/2019;None
21/APRIL/2019;None
22/APRIL/2019;None
23/APRIL/2019;None
24/APRIL/2019;None
25/APRIL/2019;None
26/APRIL/2019;None
27/APRIL/2019;None
28/APRIL/2019;None
29/APRIL/2019;None
30/APRIL/2019;None
31/APRIL/2019;None
1/MAY/2019;None
2/MAY/2019;None
3/MAY/2019;None
4/MAY/2019;None
5/MAY/2019;None
6/MAY/2019;None
7/MAY/2019;None
8/MAY/2019;None
9/MAY/2019;636.25
10/MAY/2019;628.23956
11/MAY/2019;616.75
12/MAY/2019;606
13/MAY/2019;593.9375
14/MAY/2019;581.9792
15/MAY/2019;570.6875
16/MAY/2019;567.0833
17/MAY/2019;559.2083
18/MAY/2019;551.3125
19/MAY/2019;542.59375
20/MAY/2019;534.7708
21/MAY/2019;527.88544
22/MAY/2019;521.5208
23/MAY/2019;519.6458
24/MAY/2019;518.2083
25/MAY/2019;516.55206
26/MAY/2019;515.17706
27/MAY/2019;512.8333
28/MAY/2019;508.89584
29/MAY/2019;496.0729
30/MAY/2019;480.5
31/MAY/2019;466.3333
1/JUNE/2019;437.375
2/JUNE/2019;427.3542
3/JUNE/2019;424.34375
4/JUNE/2019;410.65625
5/JUNE/2019;404.63544
6/JUNE/2019;409.89584
7/JUNE/2019;415.44794
8/JUNE/2019;442.25
9/JUNE/2019;480.7292
10/JUNE/2019;486.82144
11/JUNE/2019;None
12/JUNE/2019;447.64102
13/JUNE/2019;446.99997
14/JUNE/2019;445.54166
15/JUNE/2019;444.36456
16/JUNE/2019;454.0521
17/JUNE/2019;459.02084
18/JUNE/2019;460.54166
19/JUNE/2019;459.8646
20/JUNE/2019;455.0417
21/JUNE/2019;451.4896
22/JUNE/2019;449.73956
23/JUNE/2019;445.4583
24/JUNE/2019;441.3229
25/JUNE/2019;439.89584
26/JUNE/2019;437.52084
27/JUNE/2019;434.96875
28/JUNE/2019;433.09375
29/JUNE/2019;428.4896
30/JUNE/2019;421.96872
31/JUNE/2019;None
1/JULY/2019;416.1771
2/JULY/2019;412.3021
3/JULY/2019;409.8646
4/JULY/2019;406.01044
5/JULY/2019;398.25
6/JULY/2019;389.34375
7/JULY/2019;381.125
8/JULY/2019;368.91666
9/JULY/2019;359.83334
10/JULY/2019;351.15625
11/JULY/2019;344.1354
12/JULY/2019;334.9479
13/JULY/2019;322.625
14/JULY/2019;304.7604
15/JULY/2019;290.21875
16/JULY/2019;288.0729
17/JULY/2019;291.1771
18/JULY/2019;285.6875
19/JULY/2019;276.78125
20/JULY/2019;267.35416
21/JULY/2019;256.03125
22/JULY/2019;258.75
23/JULY/2019;262.3125
24/JULY/2019;265.0521
25/JULY/2019;268.10416
26/JULY/2019;273.1771
27/JULY/2019;275.6146
28/JULY/2019;269.1979
29/JULY/2019;256.5
30/JULY/2019;253.89583
31/JULY/2019;253.04167
1/AUGUST/2019;254.10464
2/AUGUST/2019;255.04256
3/AUGUST/2019;249.59184
4/AUGUST/2019;240.43398
5/AUGUST/2019;237.5
6/AUGUST/2019;236.60869
7/AUGUST/2019;231.34328
8/AUGUST/2019;232.70833
9/AUGUST/2019;235.55206
10/AUGUST/2019;230.85416
11/AUGUST/2019;217.76042
12/AUGUST/2019;218.26042
13/AUGUST/2019;221.72917
14/AUGUST/2019;217.26042
15/AUGUST/2019;217.03125
16/AUGUST/2019;216.72917
17/AUGUST/2019;213.78127
18/AUGUST/2019;208.91666
19/AUGUST/2019;216.1146
20/AUGUST/2019;222.45833
21/AUGUST/2019;223.89583
22/AUGUST/2019;222.9375
23/AUGUST/2019;222.45833
24/AUGUST/2019;224
25/AUGUST/2019;225.57292
26/AUGUST/2019;224.10417
27/AUGUST/2019;227.17708
28/AUGUST/2019;230.64583
29/AUGUST/2019;230.88542
30/AUGUST/2019;230.35417
31/AUGUST/2019;233.3229
1/SEPTEMBER/2019;234.33331
2/SEPTEMBER/2019;234.28123
3/SEPTEMBER/2019;234.53123
4/SEPTEMBER/2019;233.9479
5/SEPTEMBER/2019;234.43748
6/SEPTEMBER/2019;233.30208
7/SEPTEMBER/2019;233.46875
8/SEPTEMBER/2019;232.15625
9/SEPTEMBER/2019;232.4375
10/SEPTEMBER/2019;232.46875
11/SEPTEMBER/2019;232.42708
12/SEPTEMBER/2019;232.29167
13/SEPTEMBER/2019;232.01042
14/SEPTEMBER/2019;231.77083
15/SEPTEMBER/2019;231.45833
16/SEPTEMBER/2019;231.3125
17/SEPTEMBER/2019;231.0625
18/SEPTEMBER/2019;231.03125
19/SEPTEMBER/2019;230.60417
20/SEPTEMBER/2019;230.40625
21/SEPTEMBER/2019;230.39583
22/SEPTEMBER/2019;230.16667
23/SEPTEMBER/2019;229.98958
24/SEPTEMBER/2019;229.16667
25/SEPTEMBER/2019;228.28125
26/SEPTEMBER/2019;226.82292
27/SEPTEMBER/2019;225.92708
28/SEPTEMBER/2019;224.76042
29/SEPTEMBER/2019;223.29167
30/SEPTEMBER/2019;227.72917
31/SEPTEMBER/2019;None
1/OCTOBER/2019;231.125
2/OCTOBER/2019;233.3229
3/OCTOBER/2019;234.29166
4/OCTOBER/2019;233.43748
5/OCTOBER/2019;233.91666
6/OCTOBER/2019;235.48958
7/OCTOBER/2019;235.5729
8/OCTOBER/2019;234.73956
9/OCTOBER/2019;236.46875
10/OCTOBER/2019;236.39583
11/OCTOBER/2019;233.27083
12/OCTOBER/2019;233.20833
13/OCTOBER/2019;232.41667
14/OCTOBER/2019;231.9375
15/OCTOBER/2019;232.52083
16/OCTOBER/2019;231.28125
17/OCTOBER/2019;231.19792
18/OCTOBER/2019;231.8125
19/OCTOBER/2019;230.96875
20/OCTOBER/2019;224.07292
21/OCTOBER/2019;217.41667
22/OCTOBER/2019;216.1146
23/OCTOBER/2019;218.13542
24/OCTOBER/2019;221.04167
25/OCTOBER/2019;223.47917
26/OCTOBER/2019;226.28125
27/OCTOBER/2019;227.75
28/OCTOBER/2019;228.58333
29/OCTOBER/2019;229.01042
30/OCTOBER/2019;225.30208
31/OCTOBER/2019;222.35417
1/NOVEMBER/2019;219.125
2/NOVEMBER/2019;216.3646
3/NOVEMBER/2019;214.14131
4/NOVEMBER/2019;212.95834
5/NOVEMBER/2019;210.3229
6/NOVEMBER/2019;209.35416
7/NOVEMBER/2019;210.11456
8/NOVEMBER/2019;209.08333
9/NOVEMBER/2019;208.99998
10/NOVEMBER/2019;209.03123
11/NOVEMBER/2019;207.75
12/NOVEMBER/2019;207.59375
13/NOVEMBER/2019;207.42708
14/NOVEMBER/2019;206.4375
15/NOVEMBER/2019;204.52083
16/NOVEMBER/2019;203.44792
17/NOVEMBER/2019;204.57292
18/NOVEMBER/2019;209.05208
19/NOVEMBER/2019;210.46873
20/NOVEMBER/2019;210.61456
21/NOVEMBER/2019;211.90623
22/NOVEMBER/2019;213.59377
23/NOVEMBER/2019;213.93752
24/NOVEMBER/2019;214.72919
25/NOVEMBER/2019;213.57292
26/NOVEMBER/2019;212.73404
27/NOVEMBER/2019;214.91669
28/NOVEMBER/2019;217.47728
29/NOVEMBER/2019;218.89583
30/NOVEMBER/2019;219.58333
31/NOVEMBER/2019;None
1/DECEMBER/2019;220.20833
2/DECEMBER/2019;221.04167
3/DECEMBER/2019;221.75
4/DECEMBER/2019;228.66667
5/DECEMBER/2019;233.03125
6/DECEMBER/2019;233.1979
7/DECEMBER/2019;233.5729
8/DECEMBER/2019;232.42708
9/DECEMBER/2019;234.59373
10/DECEMBER/2019;234.10416
11/DECEMBER/2019;235.1354
12/DECEMBER/2019;235.27081
13/DECEMBER/2019;236.11456
14/DECEMBER/2019;235.39581
15/DECEMBER/2019;232.625
16/DECEMBER/2019;222.11458
17/DECEMBER/2019;211.35713
18/DECEMBER/2019;None
19/DECEMBER/2019;None
20/DECEMBER/2019;None
21/DECEMBER/2019;None
22/DECEMBER/2019;None
23/DECEMBER/2019;None
24/DECEMBER/2019;None
25/DECEMBER/2019;None
26/DECEMBER/2019;None
27/DECEMBER/2019;None
28/DECEMBER/2019;None
29/DECEMBER/2019;None
30/DECEMBER/2019;None
31/DECEMBER/2019;None
1/JANUARY/2020;None
2/JANUARY/2020;None
3/JANUARY/2020;None
4/JANUARY/2020;None
5/JANUARY/2020;None
6/JANUARY/2020;None
7/JANUARY/2020;None
8/JANUARY/2020;None
9/JANUARY/2020;None
10/JANUARY/2020;None
11/JANUARY/2020;None
12/JANUARY/2020;None
13/JANUARY/2020;None
14/JANUARY/2020;None
15/JANUARY/2020;None
16/JANUARY/2020;None
17/JANUARY/2020;None
18/JANUARY/2020;None
19/JANUARY/2020;None
20/JANUARY/2020;None
21/JANUARY/2020;None
22/JANUARY/2020;None
23/JANUARY/2020;None
24/JANUARY/2020;None
25/JANUARY/2020;None
26/JANUARY/2020;None
27/JANUARY/2020;None
28/JANUARY/2020;None
29/JANUARY/2020;None
30/JANUARY/2020;328.26086
31/JANUARY/2020;342.0729
1/FEBRUARY/2020;360.0104
2/FEBRUARY/2020;371.6146
3/FEBRUARY/2020;384.08334
4/FEBRUARY/2020;402.27084
5/FEBRUARY/2020;420.46875
6/FEBRUARY/2020;442.20834
7/FEBRUARY/2020;463.41666
8/FEBRUARY/2020;485.90625
9/FEBRUARY/2020;508.14584
10/FEBRUARY/2020;524.92706
11/FEBRUARY/2020;537.94794
12/FEBRUARY/2020;551.46875
13/FEBRUARY/2020;565.26044
14/FEBRUARY/2020;None
15/FEBRUARY/2020;None
16/FEBRUARY/2020;None
17/FEBRUARY/2020;None
18/FEBRUARY/2020;None
19/FEBRUARY/2020;None
20/FEBRUARY/2020;None
21/FEBRUARY/2020;None
22/FEBRUARY/2020;None
23/FEBRUARY/2020;None
24/FEBRUARY/2020;None
25/FEBRUARY/2020;None
26/FEBRUARY/2020;None
27/FEBRUARY/2020;None
28/FEBRUARY/2020;None
29/FEBRUARY/2020;None
30/FEBRUARY/2020;None
31/FEBRUARY/2020;None
1/MARCH/2020;None
2/MARCH/2020;None
3/MARCH/2020;None
4/MARCH/2020;None
5/MARCH/2020;None
6/MARCH/2020;None
7/MARCH/2020;None
8/MARCH/2020;None
9/MARCH/2020;None
10/MARCH/2020;None
11/MARCH/2020;None
12/MARCH/2020;None
13/MARCH/2020;None
14/MARCH/2020;None
15/MARCH/2020;None
16/MARCH/2020;None
17/MARCH/2020;None
18/MARCH/2020;None
19/MARCH/2020;None
20/MARCH/2020;None
21/MARCH/2020;None
22/MARCH/2020;None
23/MARCH/2020;None
24/MARCH/2020;None
25/MARCH/2020;None
26/MARCH/2020;None
27/MARCH/2020;None
28/MARCH/2020;None
29/MARCH/2020;None
30/MARCH/2020;None
31/MARCH/2020;None
1/APRIL/2020;None
2/APRIL/2020;None
3/APRIL/2020;None
4/APRIL/2020;None
5/APRIL/2020;None
6/APRIL/2020;None
7/APRIL/2020;None
8/APRIL/2020;None
9/APRIL/2020;None
10/APRIL/2020;None
11/APRIL/2020;None
12/APRIL/2020;None
13/APRIL/2020;None
14/APRIL/2020;None
15/APRIL/2020;None
16/APRIL/2020;None
17/APRIL/2020;None
18/APRIL/2020;None
19/APRIL/2020;None
20/APRIL/2020;None
21/APRIL/2020;None
22/APRIL/2020;None
23/APRIL/2020;None
24/APRIL/2020;None
25/APRIL/2020;None
26/APRIL/2020;None
27/APRIL/2020;None
28/APRIL/2020;None
29/APRIL/2020;None
30/APRIL/2020;None
31/APRIL/2020;None
1/MAY/2020;None
2/MAY/2020;None
3/MAY/2020;None
4/MAY/2020;None
5/MAY/2020;None
6/MAY/2020;None
7/MAY/2020;None
8/MAY/2020;None
9/MAY/2020;None
10/MAY/2020;None
11/MAY/2020;None
12/MAY/2020;None
13/MAY/2020;None
14/MAY/2020;None
15/MAY/2020;None
16/MAY/2020;None
17/MAY/2020;None
18/MAY/2020;None
19/MAY/2020;None
20/MAY/2020;None
21/MAY/2020;None
22/MAY/2020;None
23/MAY/2020;None
24/MAY/2020;None
25/MAY/2020;None
26/MAY/2020;None
27/MAY/2020;None
28/MAY/2020;None
29/MAY/2020;None
30/MAY/2020;None
31/MAY/2020;None
1/JUNE/2020;None
2/JUNE/2020;None
3/JUNE/2020;None
4/JUNE/2020;None
5/JUNE/2020;None
6/JUNE/2020;None
7/JUNE/2020;None
8/JUNE/2020;None
9/JUNE/2020;None
10/JUNE/2020;None
11/JUNE/2020;None
12/JUNE/2020;None
13/JUNE/2020;None
14/JUNE/2020;None
15/JUNE/2020;335.94116
16/JUNE/2020;329.9479
17/JUNE/2020;315.9271
18/JUNE/2020;284.8854
19/JUNE/2020;291.875
20/JUNE/2020;376.53125
21/JUNE/2020;438.3125
22/JUNE/2020;466.3854
23/JUNE/2020;471.8958
24/JUNE/2020;481.2396
25/JUNE/2020;492.40625
26/JUNE/2020;494.73956
27/JUNE/2020;495.8333
28/JUNE/2020;494.7083
29/JUNE/2020;494.16666
30/JUNE/2020;495.84372
31/JUNE/2020;None
1/JULY/2020;499
2/JULY/2020;500.97916
3/JULY/2020;490.1042
4/JULY/2020;406.2973
5/JULY/2020;403.00003
6/JULY/2020;None
7/JULY/2020;492.1923
8/JULY/2020;490.64584
9/JULY/2020;489.1875
10/JULY/2020;486.4375
11/JULY/2020;483.2604
12/JULY/2020;479.1667
13/JULY/2020;475
14/JULY/2020;472.5104
15/JULY/2020;470.6979
16/JULY/2020;468.3854
17/JULY/2020;466.47916
18/JULY/2020;461.79166
19/JULY/2020;455.52084
20/JULY/2020;449.71875
21/JULY/2020;445.4583
22/JULY/2020;438.1875
23/JULY/2020;430.4167
24/JULY/2020;424.9792
25/JULY/2020;415.9896
26/JULY/2020;404.31253
27/JULY/2020;394.41666
28/JULY/2020;386.04166
29/JULY/2020;380.25
30/JULY/2020;374.33334
31/JULY/2020;364.9896
1/AUGUST/2020;352.6875
2/AUGUST/2020;338.1875
3/AUGUST/2020;325.27084
4/AUGUST/2020;316.8021
5/AUGUST/2020;308.7396
6/AUGUST/2020;305.7604
7/AUGUST/2020;303.84375
8/AUGUST/2020;294.25
9/AUGUST/2020;274.6771
10/AUGUST/2020;267.8646
11/AUGUST/2020;270.1354
12/AUGUST/2020;270.59375
13/AUGUST/2020;277.97916
14/AUGUST/2020;269.78125
15/AUGUST/2020;253.38542
16/AUGUST/2020;247.21875
17/AUGUST/2020;260.9271
18/AUGUST/2020;281.90625
19/AUGUST/2020;289.21875
20/AUGUST/2020;288.8854
21/AUGUST/2020;295.5625
22/AUGUST/2020;298.3229
23/AUGUST/2020;306.41666
24/AUGUST/2020;310.8021
25/AUGUST/2020;313.45834
26/AUGUST/2020;313.9271
27/AUGUST/2020;303.6771
28/AUGUST/2020;290.6146
29/AUGUST/2020;284.1875
30/AUGUST/2020;279.875
31/AUGUST/2020;272.125
1/SEPTEMBER/2020;269.625
2/SEPTEMBER/2020;273.20834
3/SEPTEMBER/2020;277.75
4/SEPTEMBER/2020;282.0625
5/SEPTEMBER/2020;285.4375
6/SEPTEMBER/2020;288.20834
7/SEPTEMBER/2020;289.08334
8/SEPTEMBER/2020;289.3646
9/SEPTEMBER/2020;292.29166
10/SEPTEMBER/2020;294.79166
11/SEPTEMBER/2020;295.8021
12/SEPTEMBER/2020;296.78125
13/SEPTEMBER/2020;294.125
14/SEPTEMBER/2020;291.03125
15/SEPTEMBER/2020;291.4896
16/SEPTEMBER/2020;294.64584
17/SEPTEMBER/2020;296.34375
18/SEPTEMBER/2020;295.84375
19/SEPTEMBER/2020;294.47916
20/SEPTEMBER/2020;290.4375
21/SEPTEMBER/2020;286.6979
22/SEPTEMBER/2020;286.79166
23/SEPTEMBER/2020;288.10843
24/SEPTEMBER/2020;286.66153
25/SEPTEMBER/2020;286.3646
26/SEPTEMBER/2020;285.375
27/SEPTEMBER/2020;284.28125
28/SEPTEMBER/2020;282.8021
29/SEPTEMBER/2020;280.8854
30/SEPTEMBER/2020;279.35416
31/SEPTEMBER/2020;None
1/OCTOBER/2020;277.6413
2/OCTOBER/2020;276.5
3/OCTOBER/2020;274.43478
4/OCTOBER/2020;273.35416
5/OCTOBER/2020;271.78125
6/OCTOBER/2020;270.3646
7/OCTOBER/2020;269.40625
8/OCTOBER/2020;268.1875
