 rotulo;Foz Rio Urubu
9/OCTOBER/2020;266.58334
10/OCTOBER/2020;263.4896
11/OCTOBER/2020;252.35869
12/OCTOBER/2020;249.07292
13/OCTOBER/2020;243.47917
14/OCTOBER/2020;241.02084
15/OCTOBER/2020;239.66667
16/OCTOBER/2020;238.81252
17/OCTOBER/2020;238.8261
18/OCTOBER/2020;238.05263
19/OCTOBER/2020;237.30107
20/OCTOBER/2020;235.65625
21/OCTOBER/2020;234.09373
22/OCTOBER/2020;233.34782
23/OCTOBER/2020;232.60869
24/OCTOBER/2020;232.22826
25/OCTOBER/2020;232.85416
26/OCTOBER/2020;233.48958
27/OCTOBER/2020;232.6739
28/OCTOBER/2020;232.1413
29/OCTOBER/2020;232.52083
30/OCTOBER/2020;232.45833
31/OCTOBER/2020;232.40625
1/NOVEMBER/2020;230.75
2/NOVEMBER/2020;233.77173
3/NOVEMBER/2020;235.39581
4/NOVEMBER/2020;235.15623
5/NOVEMBER/2020;234.82608
6/NOVEMBER/2020;234.60226
7/NOVEMBER/2020;233.92708
8/NOVEMBER/2020;232.90625
9/NOVEMBER/2020;233.06818
10/NOVEMBER/2020;233.08694
11/NOVEMBER/2020;229.59375
12/NOVEMBER/2020;225.55208
13/NOVEMBER/2020;224.27174
14/NOVEMBER/2020;226.0625
15/NOVEMBER/2020;230.4
16/NOVEMBER/2020;239.34377
17/NOVEMBER/2020;242.15218
18/NOVEMBER/2020;245.0625
19/NOVEMBER/2020;245.35417
20/NOVEMBER/2020;245.26137
21/NOVEMBER/2020;245.54347
22/NOVEMBER/2020;245.90625
23/NOVEMBER/2020;245.48958
24/NOVEMBER/2020;244.28261
25/NOVEMBER/2020;245.09782
26/NOVEMBER/2020;246.93478
27/NOVEMBER/2020;246.46739
28/NOVEMBER/2020;246.45653
29/NOVEMBER/2020;246.82292
30/NOVEMBER/2020;247.01099
31/NOVEMBER/2020;None
1/DECEMBER/2020;247.75
2/DECEMBER/2020;246.27272
3/DECEMBER/2020;245.31818
4/DECEMBER/2020;249.95653
5/DECEMBER/2020;252.625
6/DECEMBER/2020;257.62106
7/DECEMBER/2020;259.19354
8/DECEMBER/2020;258.70834
9/DECEMBER/2020;256.94318
10/DECEMBER/2020;256.78125
11/DECEMBER/2020;256.94565
12/DECEMBER/2020;256.1146
13/DECEMBER/2020;253.20833
14/DECEMBER/2020;253
15/DECEMBER/2020;252.5625
16/DECEMBER/2020;250.80208
17/DECEMBER/2020;249.5625
18/DECEMBER/2020;251.22917
19/DECEMBER/2020;254.1875
20/DECEMBER/2020;252.16667
21/DECEMBER/2020;253.05208
22/DECEMBER/2020;255.82292
23/DECEMBER/2020;258.83334
24/DECEMBER/2020;258.6354
25/DECEMBER/2020;261.125
26/DECEMBER/2020;263.14584
27/DECEMBER/2020;262.58334
28/DECEMBER/2020;262.5625
29/DECEMBER/2020;265
30/DECEMBER/2020;264.53125
31/DECEMBER/2020;264.77084
1/JANUARY/2021;265.875
2/JANUARY/2021;265.1875
3/JANUARY/2021;267.6979
4/JANUARY/2021;268.1979
5/JANUARY/2021;269.15625
6/JANUARY/2021;270.41666
7/JANUARY/2021;270.5
8/JANUARY/2021;271.6771
9/JANUARY/2021;272.1146
10/JANUARY/2021;273.15625
11/JANUARY/2021;272.8646
12/JANUARY/2021;271.5104
13/JANUARY/2021;271.1354
14/JANUARY/2021;269.8646
15/JANUARY/2021;269.47916
16/JANUARY/2021;270.5729
17/JANUARY/2021;269.9479
18/JANUARY/2021;268.79166
19/JANUARY/2021;269.22916
20/JANUARY/2021;268.72916
21/JANUARY/2021;268.39584
22/JANUARY/2021;268.04166
23/JANUARY/2021;269.15625
24/JANUARY/2021;271.08334
25/JANUARY/2021;271.08334
26/JANUARY/2021;272.6875
27/JANUARY/2021;271.9479
28/JANUARY/2021;272.90625
29/JANUARY/2021;271.5
30/JANUARY/2021;268.4479
31/JANUARY/2021;267.15625
1/FEBRUARY/2021;265
2/FEBRUARY/2021;265.1771
3/FEBRUARY/2021;265.0625
4/FEBRUARY/2021;265.29166
5/FEBRUARY/2021;264.96875
6/FEBRUARY/2021;265.4375
7/FEBRUARY/2021;272.58334
8/FEBRUARY/2021;285.65625
9/FEBRUARY/2021;292.40625
10/FEBRUARY/2021;295.58334
11/FEBRUARY/2021;296.85416
12/FEBRUARY/2021;296.6354
13/FEBRUARY/2021;300.90625
14/FEBRUARY/2021;303.1771
15/FEBRUARY/2021;312.375
16/FEBRUARY/2021;323.8021
17/FEBRUARY/2021;326.8021
18/FEBRUARY/2021;355.16666
19/FEBRUARY/2021;395.6771
20/FEBRUARY/2021;422.2604
21/FEBRUARY/2021;437.6875
22/FEBRUARY/2021;370.64584
23/FEBRUARY/2021;363.3229
24/FEBRUARY/2021;384.375
25/FEBRUARY/2021;403.39584
26/FEBRUARY/2021;423.2604
27/FEBRUARY/2021;434.03125
28/FEBRUARY/2021;443.46875
29/FEBRUARY/2021;None
30/FEBRUARY/2021;None
31/FEBRUARY/2021;None
1/MARCH/2021;452.21875
2/MARCH/2021;471.52084
3/MARCH/2021;488.0104
4/MARCH/2021;501.78128
5/MARCH/2021;502.1667
6/MARCH/2021;499.40628
7/MARCH/2021;456.07294
8/MARCH/2021;425.37497
9/MARCH/2021;418.87497
10/MARCH/2021;419.1354
11/MARCH/2021;418.87497
12/MARCH/2021;419.17706
13/MARCH/2021;419.0208
14/MARCH/2021;419.0729
15/MARCH/2021;419.46875
16/MARCH/2021;419.11456
17/MARCH/2021;418.96872
18/MARCH/2021;419.1458
19/MARCH/2021;418.6979
20/MARCH/2021;419.11456
21/MARCH/2021;418.92706
22/MARCH/2021;419.47916
23/MARCH/2021;419.5
24/MARCH/2021;419.6979
25/MARCH/2021;419.23956
26/MARCH/2021;419.6458
27/MARCH/2021;419.7083
28/MARCH/2021;419.2708
29/MARCH/2021;419.68182
30/MARCH/2021;419.7708
31/MARCH/2021;419.5
1/APRIL/2021;419.46875
2/APRIL/2021;419.10416
3/APRIL/2021;419.72916
4/APRIL/2021;419.85416
5/APRIL/2021;419.66666
6/APRIL/2021;419.5729
7/APRIL/2021;419.5625
8/APRIL/2021;419.29166
9/APRIL/2021;419.65625
10/APRIL/2021;419.65625
11/APRIL/2021;419.71875
12/APRIL/2021;419.53125
13/APRIL/2021;419.66666
14/APRIL/2021;419.3854
15/APRIL/2021;425.43747
16/APRIL/2021;444.46875
17/APRIL/2021;448.53125
18/APRIL/2021;448.65625
19/APRIL/2021;448.3854
20/APRIL/2021;448.78125
21/APRIL/2021;460.52084
22/APRIL/2021;459.82294
23/APRIL/2021;444.55206
24/APRIL/2021;431.9375
25/APRIL/2021;424.0729
26/APRIL/2021;424.55206
27/APRIL/2021;421.29166
28/APRIL/2021;421.0104
29/APRIL/2021;421.90622
30/APRIL/2021;423.6979
31/APRIL/2021;None
1/MAY/2021;426.25
2/MAY/2021;428.6667
3/MAY/2021;423.90625
4/MAY/2021;414.5
5/MAY/2021;400.08334
6/MAY/2021;383.34375
7/MAY/2021;367.0729
8/MAY/2021;348.71875
9/MAY/2021;337
10/MAY/2021;None
11/MAY/2021;429.6316
12/MAY/2021;424.53125
13/MAY/2021;414.21875
14/MAY/2021;401.90625
15/MAY/2021;390.16666
16/MAY/2021;379.5625
17/MAY/2021;368.5521
18/MAY/2021;357.71875
19/MAY/2021;343.91666
20/MAY/2021;314.47916
21/MAY/2021;294.83334
22/MAY/2021;288.9896
23/MAY/2021;290.75
24/MAY/2021;303.52084
25/MAY/2021;390.625
26/MAY/2021;446.66782
27/MAY/2021;565.55145
28/MAY/2021;611.6667
29/MAY/2021;620.6458
30/MAY/2021;622.01044
31/MAY/2021;618.98956
1/JUNE/2021;626.6875
2/JUNE/2021;634.7083
3/JUNE/2021;626.2917
4/JUNE/2021;631.1875
5/JUNE/2021;648.59375
6/JUNE/2021;644.15625
7/JUNE/2021;639.09375
8/JUNE/2021;640.21875
9/JUNE/2021;647.36456
10/JUNE/2021;650.53125
11/JUNE/2021;651.05206
12/JUNE/2021;648.17706
13/JUNE/2021;638.05206
14/JUNE/2021;627.7292
15/JUNE/2021;623.26044
16/JUNE/2021;622.4375
17/JUNE/2021;621.32294
18/JUNE/2021;634.5625
19/JUNE/2021;647.8333
20/JUNE/2021;650.71875
21/JUNE/2021;641.5208
22/JUNE/2021;609.2292
23/JUNE/2021;609.19794
24/JUNE/2021;609.1667
25/JUNE/2021;609.2083
26/JUNE/2021;630.34375
27/JUNE/2021;636.34375
28/JUNE/2021;624.8958
29/JUNE/2021;616.5
30/JUNE/2021;605.7708
31/JUNE/2021;None
1/JULY/2021;596.5529
2/JULY/2021;605.4471
3/JULY/2021;644.92706
4/JULY/2021;633.28125
5/JULY/2021;621.78125
6/JULY/2021;615.69794
7/JULY/2021;609.82294
8/JULY/2021;608.30206
9/JULY/2021;606.2708
10/JULY/2021;599.01044
11/JULY/2021;584.2917
12/JULY/2021;576.4792
13/JULY/2021;573.03125
14/JULY/2021;566.8958
15/JULY/2021;557.92706
16/JULY/2021;546.7761
17/JULY/2021;530
18/JULY/2021;None
19/JULY/2021;None
20/JULY/2021;628.44684
21/JULY/2021;623.23956
22/JULY/2021;616.80206
23/JULY/2021;610.5
24/JULY/2021;606.375
25/JULY/2021;598.9792
26/JULY/2021;593.4375
27/JULY/2021;589.6458
28/JULY/2021;584.875
29/JULY/2021;578.98956
30/JULY/2021;577.4375
31/JULY/2021;572.71875
1/AUGUST/2021;538.0028
2/AUGUST/2021;534.25073
3/AUGUST/2021;544.1775
4/AUGUST/2021;543.7292
5/AUGUST/2021;535.28125
6/AUGUST/2021;527.76044
7/AUGUST/2021;522.3958
8/AUGUST/2021;518.98956
9/AUGUST/2021;514.6042
10/AUGUST/2021;509.1771
11/AUGUST/2021;503.8718
12/AUGUST/2021;496.9315
13/AUGUST/2021;492.6354
14/AUGUST/2021;486.4375
15/AUGUST/2021;485.15625
16/AUGUST/2021;477.33334
17/AUGUST/2021;477.26044
18/AUGUST/2021;480.40625
19/AUGUST/2021;470.22916
20/AUGUST/2021;458.46875
21/AUGUST/2021;445.0104
22/AUGUST/2021;444.21875
23/AUGUST/2021;445.3958
24/AUGUST/2021;449.90527
25/AUGUST/2021;453.3021
26/AUGUST/2021;454.90628
27/AUGUST/2021;458.9271
28/AUGUST/2021;460.94794
29/AUGUST/2021;461.75
30/AUGUST/2021;461.69565
31/AUGUST/2021;462.33334
1/SEPTEMBER/2021;None
2/SEPTEMBER/2021;None
3/SEPTEMBER/2021;464.4634
4/SEPTEMBER/2021;463.39584
5/SEPTEMBER/2021;461.8021
6/SEPTEMBER/2021;462.41666
7/SEPTEMBER/2021;459.95834
8/SEPTEMBER/2021;458.7917
9/SEPTEMBER/2021;460.04166
10/SEPTEMBER/2021;459.96875
11/SEPTEMBER/2021;459.8646
12/SEPTEMBER/2021;458.65625
13/SEPTEMBER/2021;460.33334
14/SEPTEMBER/2021;460.8049
15/SEPTEMBER/2021;197.93846
16/SEPTEMBER/2021;195.5
17/SEPTEMBER/2021;193.23958
18/SEPTEMBER/2021;190.94792
19/SEPTEMBER/2021;188.94792
20/SEPTEMBER/2021;187.07292
21/SEPTEMBER/2021;187.0625
22/SEPTEMBER/2021;187.70833
23/SEPTEMBER/2021;187.32292
24/SEPTEMBER/2021;184.98958
25/SEPTEMBER/2021;185.48958
26/SEPTEMBER/2021;185.41667
27/SEPTEMBER/2021;186.19792
28/SEPTEMBER/2021;187.33333
29/SEPTEMBER/2021;188.3125
30/SEPTEMBER/2021;191.41667
31/SEPTEMBER/2021;None
1/OCTOBER/2021;193.28125
2/OCTOBER/2021;195.98958
3/OCTOBER/2021;198.8125
4/OCTOBER/2021;200.14583
5/OCTOBER/2021;202.58333
6/OCTOBER/2021;205.0625
7/OCTOBER/2021;205.5
8/OCTOBER/2021;204.91667
9/OCTOBER/2021;204.80208
10/OCTOBER/2021;204.69792
11/OCTOBER/2021;204.28125
12/OCTOBER/2021;204.38542
13/OCTOBER/2021;204.92708
14/OCTOBER/2021;208.05208
15/OCTOBER/2021;209.9479
16/OCTOBER/2021;213.02084
17/OCTOBER/2021;212.6875
18/OCTOBER/2021;212.59375
19/OCTOBER/2021;215.47917
20/OCTOBER/2021;215.22917
21/OCTOBER/2021;214.39584
22/OCTOBER/2021;214.4896
23/OCTOBER/2021;217.55208
24/OCTOBER/2021;219.16667
25/OCTOBER/2021;225.54167
26/OCTOBER/2021;226.09375
27/OCTOBER/2021;223.35417
28/OCTOBER/2021;220.0625
29/OCTOBER/2021;222.11458
30/OCTOBER/2021;225.80208
31/OCTOBER/2021;230.52083
1/NOVEMBER/2021;231.29167
2/NOVEMBER/2021;230.10416
3/NOVEMBER/2021;229.8854
4/NOVEMBER/2021;227.75
5/NOVEMBER/2021;225.09782
6/NOVEMBER/2021;217.375
7/NOVEMBER/2021;214.59784
8/NOVEMBER/2021;212.38043
9/NOVEMBER/2021;209.92708
10/NOVEMBER/2021;207.27083
11/NOVEMBER/2021;208.7604
12/NOVEMBER/2021;206.42708
13/NOVEMBER/2021;205.08333
14/NOVEMBER/2021;203.85417
15/NOVEMBER/2021;206.3229
16/NOVEMBER/2021;209.49998
17/NOVEMBER/2021;212.40625
18/NOVEMBER/2021;215.1146
19/NOVEMBER/2021;221.375
20/NOVEMBER/2021;229.41667
21/NOVEMBER/2021;235.98958
22/NOVEMBER/2021;237.46875
23/NOVEMBER/2021;240.78127
24/NOVEMBER/2021;244.08333
25/NOVEMBER/2021;245.57292
26/NOVEMBER/2021;247.04167
27/NOVEMBER/2021;248.58333
28/NOVEMBER/2021;250.38542
29/NOVEMBER/2021;255.45833
30/NOVEMBER/2021;263.64584
31/NOVEMBER/2021;None
1/DECEMBER/2021;269.39584
2/DECEMBER/2021;271.95834
3/DECEMBER/2021;278.0521
4/DECEMBER/2021;284.7604
5/DECEMBER/2021;290.3854
6/DECEMBER/2021;294.375
7/DECEMBER/2021;294.71875
8/DECEMBER/2021;295.65625
9/DECEMBER/2021;296.02084
10/DECEMBER/2021;297.83334
11/DECEMBER/2021;301.2604
12/DECEMBER/2021;309.21875
13/DECEMBER/2021;315.3021
14/DECEMBER/2021;321.58334
15/DECEMBER/2021;324.14584
16/DECEMBER/2021;326.52084
17/DECEMBER/2021;332.01315
18/DECEMBER/2021;333.5104
19/DECEMBER/2021;344.02084
20/DECEMBER/2021;352.27173
21/DECEMBER/2021;358.96875
22/DECEMBER/2021;361.5
23/DECEMBER/2021;367
24/DECEMBER/2021;374.6771
25/DECEMBER/2021;389.71112
26/DECEMBER/2021;309.70175
27/DECEMBER/2021;337.14584
28/DECEMBER/2021;368.6354
29/DECEMBER/2021;377.6087
30/DECEMBER/2021;384.40625
31/DECEMBER/2021;397.02084
1/JANUARY/2022;397.35416
2/JANUARY/2022;397.0909
3/JANUARY/2022;397.65625
4/JANUARY/2022;397.4479
5/JANUARY/2022;397.21875
6/JANUARY/2022;397.04166
7/JANUARY/2022;397.29166
8/JANUARY/2022;397
9/JANUARY/2022;397.3125
10/JANUARY/2022;397.1875
11/JANUARY/2022;397.6979
12/JANUARY/2022;397.27084
13/JANUARY/2022;397.52084
14/JANUARY/2022;397.6875
15/JANUARY/2022;397.875
16/JANUARY/2022;397.96875
17/JANUARY/2022;397.3125
18/JANUARY/2022;397.52084
19/JANUARY/2022;397.7604
20/JANUARY/2022;397.65625
21/JANUARY/2022;398.09375
22/JANUARY/2022;397.97916
23/JANUARY/2022;397.90625
24/JANUARY/2022;397.6875
25/JANUARY/2022;397.5521
26/JANUARY/2022;397.63635
27/JANUARY/2022;397.5521
28/JANUARY/2022;397.3854
29/JANUARY/2022;397.60416
30/JANUARY/2022;397.39584
31/JANUARY/2022;397.65625
1/FEBRUARY/2022;397.84375
2/FEBRUARY/2022;397.92044
3/FEBRUARY/2022;397.4479
4/FEBRUARY/2022;397.90625
5/FEBRUARY/2022;397.4375
6/FEBRUARY/2022;397.53125
7/FEBRUARY/2022;397.85416
8/FEBRUARY/2022;397.71277
9/FEBRUARY/2022;397.64774
10/FEBRUARY/2022;397.66666
11/FEBRUARY/2022;397.8229
12/FEBRUARY/2022;397.64584
13/FEBRUARY/2022;397.8125
14/FEBRUARY/2022;397.6875
15/FEBRUARY/2022;397.9271
16/FEBRUARY/2022;397.3854
17/FEBRUARY/2022;398.09375
18/FEBRUARY/2022;397.77084
19/FEBRUARY/2022;397.125
20/FEBRUARY/2022;397.83334
21/FEBRUARY/2022;397.0729
22/FEBRUARY/2022;397.0104
23/FEBRUARY/2022;397.64584
24/FEBRUARY/2022;397.09375
25/FEBRUARY/2022;397.5
26/FEBRUARY/2022;397.06897
27/FEBRUARY/2022;397.62338
28/FEBRUARY/2022;397.9114
29/FEBRUARY/2022;None
30/FEBRUARY/2022;None
31/FEBRUARY/2022;None
1/MARCH/2022;397.11765
2/MARCH/2022;397
3/MARCH/2022;397
4/MARCH/2022;398
5/MARCH/2022;398
6/MARCH/2022;398
7/MARCH/2022;397.65216
8/MARCH/2022;397.49426
9/MARCH/2022;None
10/MARCH/2022;None
11/MARCH/2022;None
12/MARCH/2022;None
13/MARCH/2022;None
14/MARCH/2022;None
15/MARCH/2022;None
16/MARCH/2022;None
17/MARCH/2022;None
18/MARCH/2022;None
19/MARCH/2022;None
20/MARCH/2022;None
21/MARCH/2022;None
22/MARCH/2022;None
23/MARCH/2022;None
24/MARCH/2022;None
25/MARCH/2022;None
26/MARCH/2022;None
27/MARCH/2022;None
28/MARCH/2022;None
29/MARCH/2022;None
30/MARCH/2022;None
31/MARCH/2022;None
1/APRIL/2022;None
2/APRIL/2022;None
3/APRIL/2022;None
4/APRIL/2022;None
5/APRIL/2022;None
6/APRIL/2022;None
7/APRIL/2022;399.13953
8/APRIL/2022;398.4271
9/APRIL/2022;398.89584
10/APRIL/2022;398.90625
11/APRIL/2022;398.96875
12/APRIL/2022;398.8021
13/APRIL/2022;398.54166
14/APRIL/2022;398.3021
15/APRIL/2022;398.54166
16/APRIL/2022;398.8646
17/APRIL/2022;398.625
18/APRIL/2022;398.3854
19/APRIL/2022;398.2604
20/APRIL/2022;398.90625
21/APRIL/2022;398.79166
22/APRIL/2022;398.5521
23/APRIL/2022;398.8125
24/APRIL/2022;398.58334
25/APRIL/2022;399
26/APRIL/2022;398.96875
27/APRIL/2022;398.97916
28/APRIL/2022;399
29/APRIL/2022;399.02084
30/APRIL/2022;399
31/APRIL/2022;None
1/MAY/2022;399.04166
2/MAY/2022;398.84784
3/MAY/2022;399
4/MAY/2022;399.1146
5/MAY/2022;398.7604
6/MAY/2022;398.52084
7/MAY/2022;398.8229
8/MAY/2022;399.0521
9/MAY/2022;399.0104
10/MAY/2022;398.95834
11/MAY/2022;398.96875
12/MAY/2022;398.97916
13/MAY/2022;398.75
14/MAY/2022;398.8021
15/MAY/2022;399.09375
16/MAY/2022;399.1263
17/MAY/2022;398.9271
18/MAY/2022;398.2396
19/MAY/2022;397.6771
20/MAY/2022;397.96875
21/MAY/2022;397.97916
22/MAY/2022;398.21875
23/MAY/2022;398.5
24/MAY/2022;398.91666
25/MAY/2022;398.6875
26/MAY/2022;398.4479
27/MAY/2022;411.33334
28/MAY/2022;411.83334
29/MAY/2022;395.875
30/MAY/2022;385.85416
31/MAY/2022;371.16843
1/JUNE/2022;367.1771
2/JUNE/2022;338.0842
3/JUNE/2022;367.78125
4/JUNE/2022;370.58334
5/JUNE/2022;360.53125
6/JUNE/2022;376.125
7/JUNE/2022;447.72916
8/JUNE/2022;449.60416
9/JUNE/2022;449.6875
10/JUNE/2022;449.59375
11/JUNE/2022;449.5729
12/JUNE/2022;449.52084
13/JUNE/2022;449.8021
14/JUNE/2022;449.77084
15/JUNE/2022;449.7396
16/JUNE/2022;449.9896
17/JUNE/2022;449.8021
18/JUNE/2022;449.72916
19/JUNE/2022;449.78125
20/JUNE/2022;449.64584
21/JUNE/2022;449.6354
22/JUNE/2022;449.75
23/JUNE/2022;449.91666
24/JUNE/2022;450.0521
25/JUNE/2022;449.91666
26/JUNE/2022;449.59375
27/JUNE/2022;449.60416
28/JUNE/2022;449.54166
29/JUNE/2022;449.6771
30/JUNE/2022;449.72916
31/JUNE/2022;None
1/JULY/2022;449.7604
2/JULY/2022;449.9896
3/JULY/2022;449.9896
4/JULY/2022;449.60416
5/JULY/2022;449.6771
6/JULY/2022;449.79166
7/JULY/2022;449.78125
8/JULY/2022;451.3125
9/JULY/2022;454.83334
10/JULY/2022;438.41666
11/JULY/2022;411.41666
12/JULY/2022;396.875
13/JULY/2022;385.3854
14/JULY/2022;368.1875
15/JULY/2022;376.0104
16/JULY/2022;358.7604
17/JULY/2022;340.33334
18/JULY/2022;311.27084
19/JULY/2022;310.9375
20/JULY/2022;311.1354
21/JULY/2022;293.875
22/JULY/2022;222.17708
23/JULY/2022;215.04167
24/JULY/2022;222.6875
25/JULY/2022;205.82292
26/JULY/2022;198.22917
27/JULY/2022;187.63542
28/JULY/2022;165.51042
29/JULY/2022;189.01042
30/JULY/2022;144.84375
31/JULY/2022;151.10417
1/AUGUST/2022;129.95833
2/AUGUST/2022;115.791664
3/AUGUST/2022;105.208336
4/AUGUST/2022;111.552086
5/AUGUST/2022;36.1875
6/AUGUST/2022;8.083333
7/AUGUST/2022;21.15625
8/AUGUST/2022;5.5416665
9/AUGUST/2022;-1.0416666
10/AUGUST/2022;12.78125
11/AUGUST/2022;50.975903
12/AUGUST/2022;None
13/AUGUST/2022;None
14/AUGUST/2022;None
15/AUGUST/2022;None
16/AUGUST/2022;None
17/AUGUST/2022;None
18/AUGUST/2022;None
19/AUGUST/2022;None
20/AUGUST/2022;None
21/AUGUST/2022;None
22/AUGUST/2022;None
23/AUGUST/2022;None
24/AUGUST/2022;210.91765
25/AUGUST/2022;213.11458
26/AUGUST/2022;218.82292
27/AUGUST/2022;219.74359
28/AUGUST/2022;None
29/AUGUST/2022;228.63158
30/AUGUST/2022;224.89362
31/AUGUST/2022;None
1/SEPTEMBER/2022;None
2/SEPTEMBER/2022;218.09375
3/SEPTEMBER/2022;211.65625
4/SEPTEMBER/2022;200.42708
5/SEPTEMBER/2022;191
6/SEPTEMBER/2022;189.72917
7/SEPTEMBER/2022;193.09375
8/SEPTEMBER/2022;194.0625
9/SEPTEMBER/2022;188.57292
10/SEPTEMBER/2022;184.29167
11/SEPTEMBER/2022;182.20653
12/SEPTEMBER/2022;181.11458
13/SEPTEMBER/2022;183.54167
14/SEPTEMBER/2022;184.4375
15/SEPTEMBER/2022;185.6875
16/SEPTEMBER/2022;187
17/SEPTEMBER/2022;None
18/SEPTEMBER/2022;None
19/SEPTEMBER/2022;None
20/SEPTEMBER/2022;None
21/SEPTEMBER/2022;None
22/SEPTEMBER/2022;None
23/SEPTEMBER/2022;None
24/SEPTEMBER/2022;None
25/SEPTEMBER/2022;None
26/SEPTEMBER/2022;None
27/SEPTEMBER/2022;None
28/SEPTEMBER/2022;None
29/SEPTEMBER/2022;None
30/SEPTEMBER/2022;None
31/SEPTEMBER/2022;None
1/OCTOBER/2022;None
2/OCTOBER/2022;None
3/OCTOBER/2022;None
4/OCTOBER/2022;None
5/OCTOBER/2022;None
6/OCTOBER/2022;None
7/OCTOBER/2022;None
8/OCTOBER/2022;None
9/OCTOBER/2022;None
10/OCTOBER/2022;None
11/OCTOBER/2022;None
12/OCTOBER/2022;None
13/OCTOBER/2022;None
14/OCTOBER/2022;None
15/OCTOBER/2022;None
16/OCTOBER/2022;None
17/OCTOBER/2022;None
18/OCTOBER/2022;None
19/OCTOBER/2022;None
20/OCTOBER/2022;None
21/OCTOBER/2022;None
22/OCTOBER/2022;None
23/OCTOBER/2022;None
24/OCTOBER/2022;None
25/OCTOBER/2022;None
26/OCTOBER/2022;None
27/OCTOBER/2022;None
28/OCTOBER/2022;None
29/OCTOBER/2022;None
30/OCTOBER/2022;None
31/OCTOBER/2022;None
1/NOVEMBER/2022;None
2/NOVEMBER/2022;None
3/NOVEMBER/2022;None
4/NOVEMBER/2022;None
5/NOVEMBER/2022;None
6/NOVEMBER/2022;None
7/NOVEMBER/2022;None
8/NOVEMBER/2022;None
9/NOVEMBER/2022;None
10/NOVEMBER/2022;None
11/NOVEMBER/2022;None
12/NOVEMBER/2022;None
13/NOVEMBER/2022;None
14/NOVEMBER/2022;None
15/NOVEMBER/2022;None
16/NOVEMBER/2022;None
17/NOVEMBER/2022;None
18/NOVEMBER/2022;None
19/NOVEMBER/2022;None
20/NOVEMBER/2022;None
21/NOVEMBER/2022;None
22/NOVEMBER/2022;None
23/NOVEMBER/2022;None
24/NOVEMBER/2022;None
25/NOVEMBER/2022;None
26/NOVEMBER/2022;None
27/NOVEMBER/2022;None
28/NOVEMBER/2022;None
29/NOVEMBER/2022;None
30/NOVEMBER/2022;None
31/NOVEMBER/2022;None
1/DECEMBER/2022;None
2/DECEMBER/2022;None
3/DECEMBER/2022;None
4/DECEMBER/2022;None
5/DECEMBER/2022;None
6/DECEMBER/2022;None
7/DECEMBER/2022;None
8/DECEMBER/2022;None
9/DECEMBER/2022;None
10/DECEMBER/2022;None
11/DECEMBER/2022;None
12/DECEMBER/2022;None
13/DECEMBER/2022;None
14/DECEMBER/2022;None
15/DECEMBER/2022;None
16/DECEMBER/2022;None
17/DECEMBER/2022;None
18/DECEMBER/2022;None
19/DECEMBER/2022;None
20/DECEMBER/2022;None
21/DECEMBER/2022;None
22/DECEMBER/2022;None
23/DECEMBER/2022;None
24/DECEMBER/2022;None
25/DECEMBER/2022;None
26/DECEMBER/2022;None
27/DECEMBER/2022;None
28/DECEMBER/2022;None
29/DECEMBER/2022;None
30/DECEMBER/2022;None
31/DECEMBER/2022;None
